RAJ2000	DEJ2000
01 34 13.19	+31 26 27.8
01 34 13.21	+30 34 43.1
01 34 13.25	+30 54 36.8
01 34 13.28	+30 40 03.6
01 34 13.31	+30 36 38.1
01 34 13.36	+30 40 47.3
01 34 13.39	+30 52 26.0
01 34 13.40	+31 04 24.8
01 34 13.42	+30 32 08.7
01 34 13.49	+30 54 06.7
01 34 13.50	+31 09 49.3
01 34 13.51	+30 31 41.0
01 34 13.53	+30 44 33.9
01 34 13.54	+30 45 11.2
01 34 13.59	+31 10 10.3
01 34 13.59	+31 07 41.1
01 34 13.63	+30 44 06.7
01 34 13.66	+30 48 30.5
01 34 13.72	+30 46 35.7
01 34 13.73	+31 08 44.4
01 34 13.73	+30 24 22.5
01 34 13.79	+30 56 06.1
01 34 13.79	+30 43 48.8
01 34 13.82	+30 25 42.4
01 34 13.83	+30 25 25.5
01 34 13.86	+30 37 20.1
01 34 13.88	+30 25 40.1
01 34 13.89	+30 42 22.8
01 34 13.91	+30 33 39.5
01 34 13.91	+30 01 44.8
01 34 13.93	+30 44 05.1
01 34 13.93	+30 27 58.7
01 34 13.95	+31 09 58.5
01 34 13.97	+31 17 00.7
01 34 13.98	+30 43 25.3
01 34 14.01	+30 42 53.9
01 34 14.02	+31 04 50.6
01 34 14.02	+30 53 36.4
01 34 14.02	+31 27 37.3
01 34 14.04	+30 28 56.0
01 34 14.05	+30 30 52.9
01 34 14.07	+30 30 39.0
01 34 14.09	+30 47 42.0
01 34 14.11	+30 53 08.0
01 34 14.12	+30 36 35.6
01 34 14.13	+30 47 01.9
01 34 14.15	+30 52 48.1
01 34 14.20	+30 32 33.8
01 34 14.21	+30 27 50.1
01 34 14.22	+30 40 56.0
01 34 14.24	+30 34 17.6
01 34 14.24	+30 42 54.1
01 34 14.24	+30 50 38.1
01 34 14.25	+30 45 51.8
01 34 14.27	+30 33 51.4
01 34 14.28	+30 45 48.2
01 34 14.29	+30 25 52.9
01 34 14.31	+30 33 48.1
01 34 14.32	+30 36 24.2
01 34 14.35	+30 24 34.3
01 34 14.41	+30 48 37.8
01 34 14.43	+30 41 11.9
01 34 14.43	+30 46 43.6
01 34 14.46	+30 35 11.5
01 34 14.48	+31 03 09.6
01 34 14.49	+30 40 21.8
01 34 14.49	+30 34 19.1
01 34 14.50	+30 54 02.3
01 34 14.51	+30 44 08.8
01 34 14.51	+30 35 57.6
01 34 14.51	+30 48 51.9
01 34 14.52	+30 42 26.8
01 34 14.54	+30 37 22.8
01 34 14.55	+30 48 46.9
01 34 14.59	+30 39 27.2
01 34 14.59	+30 48 24.2
01 34 14.60	+30 33 54.4
01 34 14.64	+30 46 29.2
01 34 14.69	+30 38 12.9
01 34 14.70	+30 47 29.8
01 34 14.71	+30 36 00.3
01 34 14.71	+30 48 52.6
01 34 14.72	+31 01 05.2
01 34 14.73	+30 33 31.0
01 34 14.74	+30 52 02.3
01 34 14.84	+30 45 45.1
01 34 14.85	+30 53 59.1
01 34 14.85	+30 34 01.1
01 34 14.87	+30 34 04.2
01 34 14.88	+30 55 47.6
01 34 14.88	+30 44 39.9
01 34 14.89	+30 45 50.6
01 34 14.90	+30 42 19.3
01 34 14.90	+30 36 04.1
01 34 14.91	+30 36 54.6
01 34 14.95	+30 47 59.1
01 34 14.97	+30 34 57.7
01 34 14.97	+30 34 28.9
01 34 14.99	+30 26 51.1
01 34 15.00	+30 41 26.7
01 34 15.01	+30 30 20.1
01 34 15.04	+30 37 29.3
01 34 15.07	+30 38 58.0
01 34 15.07	+30 37 47.1
01 34 15.08	+30 50 43.9
01 34 15.11	+30 43 41.4
01 34 15.13	+30 39 36.8
01 34 15.17	+30 33 36.6
01 34 15.18	+30 30 36.9
01 34 15.20	+30 44 31.0
01 34 15.21	+30 27 01.6
01 34 15.23	+30 47 03.1
01 34 15.24	+30 55 31.6
01 34 15.25	+30 40 56.7
01 34 15.29	+30 36 46.7
01 34 15.29	+30 41 26.3
01 34 15.30	+30 38 04.2
01 34 15.32	+30 55 09.5
01 34 15.33	+30 45 50.4
01 34 15.33	+30 28 23.8
01 34 15.35	+31 10 01.1
01 34 15.35	+31 08 50.0
01 34 15.36	+30 53 39.3
01 34 15.38	+30 28 16.2
01 34 15.38	+30 33 39.4
01 34 15.45	+31 05 27.8
01 34 15.45	+30 17 03.3
01 34 15.49	+30 45 04.8
01 34 15.58	+30 25 54.1
01 34 15.60	+30 43 25.1
01 34 15.60	+30 55 58.7
01 34 15.61	+30 36 55.9
01 34 15.62	+30 33 48.2
01 34 15.64	+30 40 28.5
01 34 15.65	+30 55 47.7
01 34 15.69	+30 45 30.8
01 34 15.75	+30 39 22.5
01 34 15.76	+30 22 17.1
01 34 15.76	+30 45 34.3
01 34 15.80	+30 37 31.9
01 34 15.81	+30 47 17.0
01 34 15.84	+31 03 28.5
01 34 15.85	+30 45 11.5
01 34 15.90	+30 41 14.9
01 34 15.91	+30 33 39.3
01 34 15.92	+30 37 33.5
01 34 15.98	+30 36 34.7
01 34 16.04	+30 37 30.0
01 34 16.04	+30 29 44.6
01 34 16.04	+30 53 40.7
01 34 16.06	+30 40 34.5
01 34 16.07	+30 40 02.7
01 34 16.08	+30 35 24.6
01 34 16.09	+31 01 09.8
01 34 16.12	+30 30 16.6
01 34 16.12	+30 45 20.9
01 34 16.14	+30 37 17.1
01 34 16.14	+30 29 26.6
01 34 16.16	+31 09 51.7
01 34 16.16	+30 34 09.9
01 34 16.16	+30 37 42.1
01 34 16.18	+30 37 58.9
01 34 16.19	+30 41 25.9
01 34 16.23	+30 38 01.4
01 34 16.24	+30 37 30.5
01 34 16.25	+30 33 53.3
01 34 16.28	+30 49 35.8
01 34 16.30	+30 31 58.4
01 34 16.33	+30 46 34.0
01 34 16.38	+30 30 20.2
01 34 16.38	+30 36 38.9
01 34 16.38	+30 36 09.5
01 34 16.39	+31 09 15.8
01 34 16.42	+30 52 55.8
01 34 16.42	+30 47 50.5
01 34 16.44	+30 46 04.6
01 34 16.50	+30 33 18.3
01 34 16.50	+30 51 55.1
01 34 16.51	+30 54 53.7
01 34 16.53	+30 47 27.3
01 34 16.55	+30 57 22.6
01 34 16.58	+30 45 37.8
01 34 16.59	+30 36 29.8
01 34 16.62	+30 37 20.1
01 34 16.62	+30 32 25.8
01 34 16.63	+30 37 42.4
01 34 16.65	+30 36 41.3
01 34 16.67	+30 38 35.8
01 34 16.68	+30 54 41.9
01 34 16.69	+30 41 41.6
01 34 16.70	+30 56 24.7
01 34 16.71	+30 45 18.3
01 34 16.72	+30 36 51.9
01 34 16.73	+30 47 52.8
01 34 16.81	+30 25 56.9
01 34 16.83	+30 45 04.5
01 34 16.84	+30 33 32.2
01 34 16.85	+30 51 58.4
01 34 16.87	+30 47 40.9
01 34 16.90	+29 50 17.4
01 34 16.91	+30 44 49.6
01 34 16.99	+30 36 59.6
01 34 17.02	+30 39 42.3
01 34 17.10	+30 52 07.9
01 34 17.10	+30 46 30.4
01 34 17.15	+30 48 26.5
01 34 17.20	+30 53 33.5
01 34 17.26	+30 38 21.4
01 34 17.29	+30 37 20.0
01 34 17.37	+30 40 13.4
01 34 17.40	+30 39 05.5
01 34 17.44	+30 53 25.5
01 34 17.56	+30 56 47.6
01 34 17.57	+30 36 46.4
01 34 17.62	+30 37 57.1
01 34 17.63	+31 03 28.7
01 34 17.64	+30 59 33.6
01 34 17.68	+30 37 33.4
01 34 17.72	+30 33 22.9
01 34 17.73	+30 38 27.3
01 34 17.75	+30 38 05.6
01 34 17.80	+30 33 55.9
01 34 17.81	+30 34 55.7
01 34 17.81	+30 51 29.6
01 34 17.84	+30 54 26.4
01 34 17.85	+31 01 06.1
01 34 17.87	+30 36 54.1
01 34 17.89	+30 58 06.4
01 34 17.91	+30 59 56.9
01 34 17.92	+30 25 11.3
01 34 17.95	+30 20 44.4
01 34 17.99	+30 54 29.0
01 34 18.02	+30 29 16.5
01 34 18.03	+30 38 15.2
01 34 18.08	+30 44 54.7
01 34 18.09	+30 38 17.2
01 34 18.12	+30 34 18.5
01 34 18.12	+31 30 58.2
01 34 18.17	+30 42 39.0
01 34 18.21	+30 31 06.7
01 34 18.24	+30 50 17.2
01 34 18.30	+30 52 38.9
01 34 18.32	+30 48 14.4
01 34 18.33	+30 56 08.3
01 34 18.37	+30 54 43.4
01 34 18.37	+31 20 09.2
01 34 18.39	+30 46 28.9
01 34 18.40	+30 49 01.5
01 34 18.41	+30 40 04.4
01 34 18.61	+30 36 09.7
01 34 18.61	+31 10 17.3
01 34 18.65	+30 54 12.9
01 34 18.68	+30 30 30.1
01 34 18.71	+30 49 35.3
01 34 18.74	+30 44 41.2
01 34 18.75	+30 41 37.2
01 34 18.75	+30 28 45.6
01 34 18.77	+30 38 06.1
01 34 18.77	+30 47 44.4
01 34 18.78	+30 34 29.7
01 34 18.82	+30 32 53.4
01 34 18.83	+30 51 29.6
01 34 18.84	+30 44 44.9
01 34 18.85	+30 44 22.2
01 34 18.96	+30 34 29.0
01 34 18.97	+31 11 08.4
01 34 18.99	+30 34 49.3
01 34 19.00	+30 39 11.4
01 34 19.04	+30 18 35.9
01 34 19.04	+30 45 24.0
01 34 19.05	+30 44 24.7
01 34 19.11	+30 45 13.3
01 34 19.16	+30 23 27.3
01 34 19.22	+30 30 55.2
01 34 19.31	+30 39 07.3
01 34 19.33	+30 50 06.2
01 34 19.41	+30 46 48.2
01 34 19.44	+30 47 45.1
01 34 19.44	+30 34 47.4
01 34 19.45	+30 51 57.5
01 34 19.49	+30 37 58.5
01 34 19.58	+30 33 03.2
01 34 19.58	+30 42 40.5
01 34 19.60	+30 34 04.5
01 34 19.61	+30 36 12.8
01 34 19.61	+31 09 15.8
01 34 19.64	+30 37 00.0
01 34 19.65	+30 55 49.1
01 34 19.67	+30 49 34.5
01 34 19.68	+30 46 45.2
01 34 19.68	+30 33 22.9
01 34 19.72	+30 57 30.3
01 34 19.73	+30 46 43.7
01 34 19.82	+30 21 24.9
01 34 19.89	+30 57 35.6
01 34 19.91	+30 25 31.9
01 34 19.95	+30 30 22.0
01 34 19.95	+30 44 36.6
01 34 19.96	+30 41 01.0
01 34 19.97	+31 00 54.0
01 34 19.98	+30 35 32.4
01 34 20.01	+30 32 51.4
01 34 20.02	+30 28 25.7
01 34 20.04	+30 40 41.2
01 34 20.09	+30 45 07.9
01 34 20.15	+30 54 36.4
01 34 20.17	+30 32 50.1
01 34 20.20	+30 57 24.9
01 34 20.20	+30 48 48.6
01 34 20.25	+30 50 24.9
01 34 20.26	+30 45 20.5
01 34 20.26	+30 39 50.3
01 34 20.34	+30 43 04.1
01 34 20.37	+30 50 21.2
01 34 20.37	+30 33 38.5
01 34 20.39	+30 33 07.4
01 34 20.44	+30 35 03.1
01 34 20.49	+30 30 54.7
01 34 20.50	+30 21 23.1
01 34 20.53	+29 54 26.0
01 34 20.55	+30 28 40.0
01 34 20.65	+30 29 13.9
01 34 20.66	+30 46 26.0
01 34 20.72	+30 45 57.6
01 34 20.74	+30 39 57.0
01 34 20.76	+30 44 07.0
01 34 20.78	+30 31 09.8
01 34 20.82	+30 44 45.2
01 34 20.85	+31 05 43.0
01 34 20.87	+30 51 08.9
01 34 20.91	+30 31 53.3
01 34 20.94	+31 01 20.0
01 34 20.94	+31 08 18.1
01 34 20.94	+30 55 44.7
01 34 20.97	+30 46 39.4
01 34 21.00	+30 56 13.1
01 34 21.10	+30 33 35.9
01 34 21.14	+30 56 10.6
01 34 21.18	+30 55 48.1
01 34 21.19	+30 34 59.4
01 34 21.31	+30 23 03.9
01 34 21.35	+30 27 26.4
01 34 21.38	+30 40 45.8
01 34 21.39	+30 40 55.4
01 34 21.41	+30 39 04.9
01 34 21.48	+30 50 54.5
01 34 21.51	+30 55 41.3
01 34 21.54	+30 47 12.8
01 34 21.59	+31 03 24.3
01 34 21.67	+30 45 39.2
01 34 21.68	+30 40 23.7
01 34 21.70	+30 13 13.2
01 34 21.70	+30 56 09.4
01 34 21.74	+30 46 40.0
01 34 21.82	+30 50 05.7
01 34 21.83	+30 57 29.1
01 34 21.86	+31 21 09.7
01 34 21.99	+30 47 24.3
01 34 22.01	+30 43 24.6
01 34 22.02	+30 29 15.3
01 34 22.03	+30 29 58.8
01 34 22.08	+30 47 21.0
01 34 22.19	+30 52 46.4
01 34 22.19	+31 01 47.1
01 34 22.20	+30 27 22.1
01 34 22.20	+31 13 49.2
01 34 22.23	+30 44 56.2
01 34 22.26	+30 43 09.8
01 34 22.31	+30 49 49.7
01 34 22.32	+30 56 52.6
01 34 22.38	+30 45 32.1
01 34 22.39	+30 35 56.6
01 34 22.45	+30 49 08.5
01 34 22.56	+30 41 16.8
01 34 22.61	+30 30 00.0
01 34 22.61	+30 35 26.5
01 34 22.63	+30 38 13.9
01 34 22.63	+31 02 36.3
01 34 22.65	+30 47 12.9
01 34 22.72	+30 45 55.6
01 34 22.73	+29 56 44.3
01 34 22.75	+30 57 06.0
01 34 22.86	+30 45 35.3
01 34 22.88	+30 48 47.5
01 34 22.90	+30 55 37.7
01 34 22.92	+30 46 00.5
01 34 22.93	+30 08 04.6
01 34 22.95	+30 37 15.2
01 34 22.99	+30 34 33.5
01 34 23.00	+30 56 42.3
01 34 23.02	+30 37 33.2
01 34 23.11	+30 35 31.7
01 34 23.12	+30 46 23.9
01 34 23.15	+31 03 23.2
01 34 23.23	+30 50 26.0
01 34 23.24	+29 49 15.2
01 34 23.24	+30 10 15.5
01 34 23.25	+30 58 58.7
01 34 23.25	+30 36 48.1
01 34 23.26	+30 46 24.7
01 34 23.26	+30 56 55.0
01 34 23.29	+30 39 20.8
01 34 23.32	+30 44 32.7
01 34 23.34	+30 54 51.2
01 34 23.36	+30 36 20.8
01 34 23.47	+30 38 16.1
01 34 23.48	+30 56 53.8
01 34 23.49	+30 45 56.2
01 34 23.53	+31 19 14.2
01 34 23.60	+30 42 02.7
01 34 23.65	+30 39 55.1
01 34 23.67	+30 55 54.7
01 34 23.78	+30 44 43.2
01 34 23.79	+30 51 33.8
01 34 23.85	+30 45 47.5
01 34 23.87	+30 40 25.8
01 34 23.93	+30 28 51.2
01 34 23.95	+31 02 23.1
01 34 23.96	+30 44 21.4
01 34 24.02	+30 45 59.4
01 34 24.04	+30 44 40.5
01 34 24.07	+30 44 34.4
01 34 24.08	+30 34 35.5
01 34 24.12	+30 44 12.5
01 34 24.14	+30 47 03.8
01 34 24.23	+30 56 42.8
01 34 24.29	+30 50 29.1
01 34 24.32	+30 44 59.7
01 34 24.33	+30 45 40.0
01 34 24.35	+30 55 33.0
01 34 24.39	+31 25 29.9
01 34 24.40	+30 44 08.3
01 34 24.48	+30 38 06.9
01 34 24.49	+30 55 21.7
01 34 24.58	+30 41 04.0
01 34 24.60	+30 56 50.5
01 34 24.70	+30 58 10.7
01 34 24.71	+30 55 31.9
01 34 24.72	+30 45 21.1
01 34 24.78	+31 04 56.5
01 34 24.79	+30 45 38.0
01 34 24.82	+30 59 55.4
01 34 24.89	+30 35 52.7
01 34 24.89	+30 44 59.0
01 34 25.00	+30 58 59.1
01 34 25.00	+30 36 52.1
01 34 25.01	+30 49 51.3
01 34 25.08	+30 56 58.8
01 34 25.09	+30 36 19.9
01 34 25.09	+30 35 55.7
01 34 25.12	+30 28 59.9
01 34 25.12	+30 36 42.3
01 34 25.16	+30 34 55.9
01 34 25.17	+31 02 24.5
01 34 25.18	+30 44 12.1
01 34 25.18	+30 28 26.0
01 34 25.19	+29 57 06.9
01 34 25.20	+30 54 10.8
01 34 25.23	+30 39 40.5
01 34 25.23	+30 44 41.7
01 34 25.24	+30 34 59.0
01 34 25.29	+30 50 07.9
01 34 25.31	+30 04 09.6
01 34 25.36	+30 27 57.7
01 34 25.37	+30 46 03.6
01 34 25.40	+31 26 12.1
01 34 25.40	+30 19 42.7
01 34 25.44	+30 27 45.8
01 34 25.45	+30 36 56.9
01 34 25.48	+30 38 26.5
01 34 25.49	+30 52 08.2
01 34 25.51	+30 37 37.7
01 34 25.52	+30 38 29.1
01 34 25.53	+30 50 56.3
01 34 25.57	+30 48 03.0
01 34 25.72	+30 29 41.0
01 34 25.73	+30 27 29.9
01 34 25.74	+30 45 43.5
01 34 25.77	+30 26 10.4
01 34 25.78	+30 44 33.5
01 34 25.81	+30 45 10.4
01 34 25.82	+30 45 50.2
01 34 25.82	+30 46 15.0
01 34 25.83	+30 50 31.3
01 34 25.91	+30 34 11.3
01 34 25.93	+30 01 59.5
01 34 25.93	+30 39 49.0
01 34 26.00	+30 54 09.6
01 34 26.00	+30 39 03.7
01 34 26.03	+30 27 46.7
01 34 26.04	+30 55 25.1
01 34 26.17	+30 44 49.1
01 34 26.20	+30 44 30.2
01 34 26.29	+30 56 48.4
01 34 26.45	+30 45 59.3
01 34 26.45	+30 40 19.0
01 34 26.46	+30 48 45.3
01 34 26.49	+30 40 37.5
01 34 26.58	+30 38 37.1
01 34 26.63	+30 36 16.6
01 34 26.63	+30 43 03.4
01 34 26.64	+30 48 43.9
01 34 26.68	+30 44 59.1
01 34 26.69	+30 22 50.1
01 34 26.82	+30 44 08.2
01 34 26.86	+30 31 34.7
01 34 26.88	+30 30 21.4
01 34 26.91	+30 29 52.7
01 34 26.91	+30 33 42.6
01 34 26.92	+30 44 28.2
01 34 26.92	+30 06 36.0
01 34 26.95	+30 32 13.1
01 34 26.98	+30 29 54.3
01 34 26.99	+30 34 35.4
01 34 27.01	+30 46 19.2
01 34 27.03	+29 52 58.4
01 34 27.05	+30 37 38.8
01 34 27.07	+30 40 58.1
01 34 27.10	+30 36 45.3
01 34 27.14	+30 31 24.6
01 34 27.18	+30 57 08.6
01 34 27.20	+30 44 59.5
01 34 27.20	+30 45 08.7
01 34 27.21	+30 45 59.9
01 34 27.26	+30 21 51.5
01 34 27.37	+30 34 19.6
01 34 27.38	+30 43 11.5
01 34 27.44	+31 08 27.0
01 34 27.46	+30 44 36.1
01 34 27.46	+30 46 01.9
01 34 27.49	+30 34 17.5
01 34 27.56	+30 22 59.1
01 34 27.57	+30 20 53.5
01 34 27.63	+30 50 41.3
01 34 27.66	+30 37 23.4
01 34 27.69	+30 54 30.4
01 34 27.70	+30 56 56.3
01 34 27.81	+30 03 15.4
01 34 27.88	+30 36 23.0
01 34 27.89	+30 34 08.7
01 34 27.95	+30 32 43.9
01 34 27.96	+30 42 27.5
01 34 28.02	+30 34 09.5
01 34 28.03	+30 50 55.1
01 34 28.07	+31 04 15.0
01 34 28.08	+29 52 03.0
01 34 28.18	+30 34 32.2
01 34 28.18	+30 38 02.9
01 34 28.39	+30 28 25.3
01 34 28.43	+30 41 46.5
01 34 28.45	+30 39 36.1
01 34 28.48	+30 53 52.3
01 34 28.48	+30 49 14.3
01 34 28.50	+30 45 05.3
01 34 28.50	+30 46 03.6
01 34 28.52	+30 48 10.8
01 34 28.58	+30 39 23.5
01 34 28.60	+30 34 52.3
01 34 28.62	+30 51 28.3
01 34 28.63	+30 38 28.5
01 34 28.71	+30 48 45.4
01 34 28.71	+30 45 44.8
01 34 28.72	+30 44 51.1
01 34 28.75	+30 44 26.2
01 34 28.76	+30 28 12.4
01 34 28.85	+30 42 50.0
01 34 28.93	+31 25 38.3
01 34 28.93	+30 57 04.9
01 34 28.94	+31 27 58.9
01 34 28.94	+30 28 46.2
01 34 28.95	+30 29 05.0
01 34 28.96	+30 18 47.3
01 34 29.05	+30 23 55.4
01 34 29.06	+30 44 34.2
01 34 29.07	+30 47 58.4
01 34 29.09	+30 47 08.4
01 34 29.13	+30 51 55.2
01 34 29.14	+30 54 50.7
01 34 29.18	+30 36 00.5
01 34 29.19	+30 42 29.4
01 34 29.19	+30 39 19.7
01 34 29.27	+30 46 57.0
01 34 29.27	+30 43 08.3
01 34 29.28	+30 39 49.7
01 34 29.30	+31 06 55.9
01 34 29.31	+31 22 58.7
01 34 29.35	+30 45 48.9
01 34 29.36	+30 44 57.1
01 34 29.36	+30 33 21.9
01 34 29.38	+30 46 55.3
01 34 29.44	+30 49 11.0
01 34 29.44	+30 45 44.5
01 34 29.44	+30 53 12.4
01 34 29.48	+31 00 27.1
01 34 29.53	+30 40 39.9
01 34 29.58	+31 12 00.0
01 34 29.58	+30 59 36.9
01 34 29.59	+30 51 11.1
01 34 29.62	+30 53 49.4
01 34 29.73	+30 47 04.7
01 34 29.76	+30 45 38.5
01 34 29.77	+30 45 41.9
01 34 29.77	+30 19 36.4
01 34 29.79	+30 34 10.9
01 34 29.81	+30 31 19.8
01 34 29.81	+30 03 18.1
01 34 29.82	+30 40 24.4
01 34 29.87	+30 49 05.8
01 34 29.90	+30 40 38.0
01 34 29.94	+30 33 53.5
01 34 30.01	+30 39 39.8
01 34 30.01	+30 28 59.8
01 34 30.03	+30 29 48.7
01 34 30.04	+30 48 14.8
01 34 30.07	+31 09 02.9
01 34 30.09	+30 37 47.5
01 34 30.10	+31 15 30.7
01 34 30.10	+30 37 44.8
01 34 30.14	+30 57 37.6
01 34 30.18	+30 57 26.3
01 34 30.23	+30 02 25.6
01 34 30.26	+30 58 45.4
01 34 30.28	+30 56 29.8
01 34 30.31	+30 45 29.9
01 34 30.32	+31 08 29.0
01 34 30.36	+30 46 13.5
01 34 30.42	+30 26 28.8
01 34 30.46	+30 45 30.3
01 34 30.47	+30 49 19.4
01 34 30.48	+30 46 21.8
01 34 30.49	+30 36 48.5
01 34 30.50	+30 36 02.0
01 34 30.50	+30 46 05.0
01 34 30.51	+30 59 59.5
01 34 30.52	+31 03 20.2
01 34 30.53	+30 46 11.9
01 34 30.55	+29 48 51.0
01 34 30.56	+30 53 53.2
01 34 30.58	+30 54 38.4
01 34 30.62	+30 36 40.7
01 34 30.63	+30 56 45.0
01 34 30.71	+30 32 18.7
01 34 30.74	+30 33 36.9
01 34 30.75	+31 06 19.1
01 34 30.77	+30 47 16.1
01 34 30.81	+30 29 19.4
01 34 30.83	+30 37 09.0
01 34 30.85	+30 31 23.1
01 34 30.89	+30 38 51.5
01 34 30.89	+30 50 07.0
01 34 30.90	+30 42 40.1
01 34 30.91	+29 48 28.7
01 34 30.94	+30 32 12.5
01 34 30.95	+30 46 10.4
01 34 31.07	+30 34 38.5
01 34 31.07	+30 37 47.3
01 34 31.21	+30 45 38.7
01 34 31.26	+31 06 02.7
01 34 31.28	+30 40 33.5
01 34 31.32	+30 46 08.8
01 34 31.36	+31 25 03.4
01 34 31.40	+30 45 31.4
01 34 31.41	+30 16 09.7
01 34 31.41	+30 40 26.3
01 34 31.42	+31 23 27.3
01 34 31.43	+30 29 21.0
01 34 31.48	+30 39 11.2
01 34 31.50	+30 28 20.3
01 34 31.50	+31 30 35.8
01 34 31.50	+30 42 01.0
01 34 31.53	+30 42 39.7
01 34 31.56	+29 55 05.2
01 34 31.60	+30 43 54.2
01 34 31.60	+30 54 02.7
01 34 31.61	+30 37 33.2
01 34 31.62	+30 24 06.1
01 34 31.63	+30 40 55.6
01 34 31.65	+30 59 32.5
01 34 31.68	+30 44 54.3
01 34 31.68	+30 37 18.3
01 34 31.68	+30 37 23.8
01 34 31.70	+30 43 48.6
01 34 31.71	+30 51 22.2
01 34 31.72	+30 57 47.2
01 34 31.81	+30 27 21.3
01 34 31.83	+30 41 40.5
01 34 31.83	+30 54 00.8
01 34 31.89	+30 45 30.3
01 34 31.90	+31 10 18.9
01 34 31.97	+30 41 45.7
01 34 32.00	+30 40 06.9
01 34 32.03	+30 39 31.3
01 34 32.03	+31 01 26.2
01 34 32.04	+30 38 10.3
01 34 32.06	+30 12 29.7
01 34 32.10	+30 36 24.2
01 34 32.11	+30 37 33.1
01 34 32.13	+30 31 38.3
01 34 32.14	+30 43 54.4
01 34 32.15	+30 44 23.7
01 34 32.18	+30 30 33.0
01 34 32.21	+30 29 41.5
01 34 32.27	+31 00 56.3
01 34 32.30	+30 42 45.9
01 34 32.30	+30 40 55.1
01 34 32.32	+30 56 56.7
01 34 32.33	+30 41 59.0
01 34 32.34	+30 41 50.4
01 34 32.37	+30 44 51.3
01 34 32.41	+30 47 01.2
01 34 32.45	+30 44 13.7
01 34 32.48	+30 43 22.0
01 34 32.51	+31 05 34.9
01 34 32.54	+30 40 59.8
01 34 32.54	+30 42 26.0
01 34 32.54	+30 57 34.6
01 34 32.55	+30 55 37.2
01 34 32.60	+30 41 34.5
01 34 32.65	+30 42 00.0
01 34 32.69	+30 40 50.5
01 34 32.76	+30 54 04.5
01 34 32.77	+30 42 33.4
01 34 32.77	+30 55 25.9
01 34 32.78	+30 51 07.0
01 34 32.84	+30 37 37.0
01 34 32.85	+30 39 50.7
01 34 32.87	+30 44 49.3
01 34 32.91	+30 31 57.3
01 34 32.91	+30 37 26.6
01 34 32.98	+30 28 03.1
01 34 33.00	+30 19 29.6
01 34 33.05	+30 51 24.9
01 34 33.06	+30 29 46.9
01 34 33.11	+30 43 39.2
01 34 33.17	+30 35 44.0
01 34 33.17	+30 43 15.3
01 34 33.18	+30 46 14.1
01 34 33.18	+30 52 42.7
01 34 33.21	+30 43 50.4
01 34 33.22	+30 58 42.8
01 34 33.24	+30 45 14.3
01 34 33.26	+30 40 42.1
01 34 33.29	+31 21 12.5
01 34 33.57	+30 58 43.3
01 34 33.57	+30 26 52.2
01 34 33.58	+30 43 25.9
01 34 33.65	+30 46 54.7
01 34 33.67	+30 51 05.7
01 34 33.72	+30 44 00.0
01 34 33.75	+30 42 51.9
01 34 33.79	+30 47 37.1
01 34 33.85	+30 43 52.0
01 34 33.93	+30 49 47.2
01 34 33.94	+30 51 11.8
01 34 33.95	+30 37 54.3
01 34 33.98	+30 57 20.1
01 34 34.00	+30 45 59.1
01 34 34.03	+30 55 18.8
01 34 34.04	+30 26 48.9
01 34 34.07	+30 15 33.9
01 34 34.11	+30 16 56.3
01 34 34.20	+30 36 31.4
01 34 34.23	+30 47 06.1
01 34 34.23	+30 40 09.5
01 34 34.30	+31 21 02.0
01 34 34.30	+30 56 46.2
01 34 34.31	+30 39 57.5
01 34 34.32	+30 26 27.2
01 34 34.32	+30 59 44.6
01 34 34.43	+31 09 34.6
01 34 34.47	+30 37 26.1
01 34 34.48	+30 40 02.8
01 34 34.54	+30 58 26.6
01 34 34.57	+30 43 45.3
01 34 34.60	+30 46 35.6
01 34 34.66	+30 41 39.1
01 34 34.69	+30 41 13.1
01 34 34.76	+30 42 50.6
01 34 34.77	+30 44 56.1
01 34 34.80	+30 40 46.8
01 34 34.82	+30 51 29.8
01 34 34.91	+30 54 55.8
01 34 34.94	+31 21 50.0
01 34 34.96	+31 31 36.1
01 34 35.00	+30 44 54.0
01 34 35.00	+30 36 31.1
01 34 35.05	+30 42 52.4
01 34 35.18	+30 41 02.1
01 34 35.21	+30 50 45.5
01 34 35.30	+30 47 28.6
01 34 35.31	+30 50 10.9
01 34 35.37	+30 40 06.4
01 34 35.37	+30 52 20.0
01 34 35.39	+30 45 18.4
01 34 35.40	+30 37 50.7
01 34 35.47	+30 27 43.7
01 34 35.52	+30 35 30.4
01 34 35.61	+31 08 10.1
01 34 35.63	+30 13 15.5
01 34 35.69	+30 40 06.4
01 34 35.69	+30 42 36.2
01 34 35.70	+30 40 21.7
01 34 35.71	+30 43 52.8
01 34 35.73	+30 41 28.7
01 34 35.76	+30 51 48.0
01 34 35.79	+30 45 15.4
01 34 35.81	+30 42 10.6
01 34 35.85	+31 22 24.9
01 34 35.91	+31 28 40.2
01 34 35.96	+30 01 26.5
01 34 35.96	+30 45 28.9
01 34 36.02	+30 51 07.6
01 34 36.02	+30 21 03.1
01 34 36.07	+30 48 38.3
01 34 36.08	+30 40 59.1
01 34 36.09	+30 43 49.4
01 34 36.10	+30 36 03.8
01 34 36.18	+30 40 50.2
01 34 36.21	+30 53 39.9
01 34 36.29	+30 56 58.6
01 34 36.29	+30 06 31.5
01 34 36.31	+30 41 54.6
